trial_in_run	posture	stim_side	stim_segment	soa	tactor1side	tactor1segment	tactor2side	tactor2segment	response_correct	rt	trial
108	uncrossed	same	different	300	right	lower	right	upper	1	710	1206
109	uncrossed	same	same	50	right	lower	right	lower	1	663	1207
110	uncrossed	same	different	800	right	upper	right	lower	1	598	1208
111	uncrossed	different	different	300	right	upper	left	lower	1	613	1209
112	uncrossed	different	same	800	right	lower	left	lower	1	1137	1210
113	uncrossed	different	different	50	right	lower	left	upper	1	819	1211
114	uncrossed	different	same	100	right	lower	left	lower	1	733	1212
115	uncrossed	same	different	100	left	lower	left	upper	1	747	1213
116	uncrossed	same	different	300	left	upper	left	lower	1	627	1214
117	uncrossed	same	same	50	left	lower	left	lower	1	617	1215
118	uncrossed	same	different	300	right	upper	right	lower	1	671	1216
119	uncrossed	same	same	800	left	lower	left	lower	1	556	1217
120	uncrossed	same	same	50	right	lower	right	lower	1	785	1218
121	uncrossed	same	same	800	right	lower	right	lower	1	642	1219
122	uncrossed	different	same	800	left	lower	right	lower	1	635	1220
123	uncrossed	different	same	800	right	lower	left	lower	1	689	1221
124	uncrossed	different	different	800	right	upper	left	lower	1	614	1222
125	uncrossed	same	different	300	right	upper	right	lower	1	797	1223
126	uncrossed	same	different	300	left	lower	left	upper	1	660	1224
127	uncrossed	same	different	50	left	lower	left	upper	1	623	1225
128	uncrossed	same	different	300	right	lower	right	upper	1	699	1226
129	uncrossed	same	same	300	left	lower	left	lower	1	516	1227
130	uncrossed	same	different	300	right	upper	right	lower	1	1047	1228
131	uncrossed	different	different	100	left	lower	right	upper	1	722	1229
132	uncrossed	same	same	300	left	lower	left	lower	1	800	1230
133	uncrossed	same	different	50	right	lower	right	upper	1	797	1231
134	uncrossed	different	different	100	right	upper	left	lower	1	663	1232
135	uncrossed	different	same	300	left	lower	right	lower	1	753	1233
136	uncrossed	same	different	300	right	lower	right	upper	1	782	1234
137	uncrossed	same	same	800	right	lower	right	lower	1	648	1235
138	uncrossed	different	same	300	left	lower	right	lower	1	683	1236
139	uncrossed	same	same	100	left	lower	left	lower	1	716	1237
140	uncrossed	different	different	50	left	lower	right	upper	1	638	1238
141	uncrossed	same	same	100	right	lower	right	lower	1	749	1239
142	uncrossed	different	same	800	right	lower	left	lower	1	557	1240
143	uncrossed	same	different	300	left	upper	left	lower	1	991	1241
144	uncrossed	same	different	50	left	lower	left	upper	1	681	1242
145	uncrossed	different	different	300	left	lower	right	upper	1	776	1243
146	uncrossed	different	different	100	right	lower	left	upper	1	722	1244
147	uncrossed	same	different	300	left	lower	left	upper	1	611	1245
148	uncrossed	different	different	300	right	upper	left	lower	1	789	1246
149	uncrossed	different	same	50	right	lower	left	lower	1	822	1247
150	uncrossed	different	same	50	left	lower	right	lower	1	736	1248
151	uncrossed	different	different	100	right	upper	left	lower	1	627	1249
152	uncrossed	different	same	50	right	lower	left	lower	1	717	1250
153	uncrossed	different	same	800	left	lower	right	lower	1	656	1251
154	uncrossed	same	same	100	right	lower	right	lower	1	743	1252
155	uncrossed	different	same	50	right	lower	left	lower	1	824	1253
156	uncrossed	different	different	300	left	upper	right	lower	1	847	1254
157	uncrossed	same	different	800	left	lower	left	upper	1	905	1255
158	uncrossed	different	same	50	left	lower	right	lower	1	773	1256
159	uncrossed	same	same	100	right	lower	right	lower	1	953	1257
160	uncrossed	same	same	100	right	lower	right	lower	1	580	1258
161	uncrossed	same	different	50	right	upper	right	lower	1	599	1259
162	uncrossed	different	same	800	left	lower	right	lower	1	922	1260
163	uncrossed	different	same	50	right	lower	left	lower	1	900	1261
164	uncrossed	different	same	300	right	lower	left	lower	1	607	1262
165	uncrossed	different	same	800	right	lower	left	lower	1	664	1263
166	uncrossed	different	different	300	right	lower	left	upper	1	666	1264
167	uncrossed	same	different	50	left	upper	left	lower	1	1236	1265
168	uncrossed	same	different	50	right	upper	right	lower	1	841	1266
169	uncrossed	same	different	100	right	lower	right	upper	1	607	1267
170	uncrossed	different	same	300	left	lower	right	lower	1	739	1268
171	uncrossed	different	different	300	right	upper	left	lower	1	700	1269
172	uncrossed	same	same	300	right	lower	right	lower	1	735	1270
173	uncrossed	different	different	50	right	upper	left	lower	1	651	1271
174	uncrossed	same	different	800	right	upper	right	lower	1	755	1272
175	uncrossed	same	different	800	right	lower	right	upper	1	729	1273
176	uncrossed	same	same	50	left	lower	left	lower	1	804	1274
177	uncrossed	different	different	100	right	upper	left	lower	1	590	1275
178	uncrossed	same	same	50	right	lower	right	lower	1	854	1276
179	uncrossed	different	different	100	left	upper	right	lower	1	619	1277
180	uncrossed	same	same	800	left	lower	left	lower	1	724	1278
181	uncrossed	same	different	800	right	lower	right	upper	1	621	1279
182	uncrossed	same	different	300	left	lower	left	upper	1	739	1280
183	uncrossed	different	same	100	right	lower	left	lower	1	724	1281
184	uncrossed	same	different	300	right	lower	right	upper	1	736	1282
185	uncrossed	same	different	100	left	upper	left	lower	1	1040	1283
186	uncrossed	same	different	800	left	upper	left	lower	1	728	1284
187	uncrossed	different	different	300	right	upper	left	lower	1	958	1285
188	uncrossed	same	different	300	right	lower	right	upper	1	769	1286
189	uncrossed	different	same	50	left	lower	right	lower	1	760	1287
190	uncrossed	same	different	100	left	upper	left	lower	1	721	1288
191	uncrossed	same	same	800	right	lower	right	lower	1	714	1289
192	uncrossed	different	same	800	left	lower	right	lower	1	678	1290
193	uncrossed	different	same	100	right	lower	left	lower	1	978	1291
194	uncrossed	same	different	50	right	upper	right	lower	1	680	1292
195	uncrossed	same	same	300	left	lower	left	lower	1	773	1293
196	uncrossed	same	different	100	right	lower	right	upper	1	646	1294
197	uncrossed	same	different	100	right	upper	right	lower	1	632	1295
198	uncrossed	different	same	300	right	lower	left	lower	1	763	1296
199	uncrossed	same	different	100	left	upper	left	lower	1	1027	1297
200	uncrossed	different	different	300	left	upper	right	lower	1	655	1298
201	uncrossed	different	different	800	left	upper	right	lower	1	638	1299
202	uncrossed	different	same	50	left	lower	right	lower	1	749	1300
203	uncrossed	different	same	800	right	lower	left	lower	1	666	1301
204	uncrossed	same	different	50	right	lower	right	upper	1	842	1302
205	uncrossed	different	different	50	left	upper	right	lower	1	784	1303
206	uncrossed	different	same	100	left	lower	right	lower	1	702	1304
207	uncrossed	same	different	100	right	upper	right	lower	1	737	1305
208	uncrossed	different	different	300	right	lower	left	upper	1	613	1306
209	uncrossed	same	different	100	left	lower	left	upper	1	844	1307
210	uncrossed	same	different	300	right	upper	right	lower	1	737	1308
211	uncrossed	same	same	800	left	lower	left	lower	1	707	1309
212	uncrossed	different	same	800	left	lower	right	lower	1	551	1310
213	uncrossed	same	same	100	left	lower	left	lower	1	724	1311
214	uncrossed	different	different	300	left	lower	right	upper	1	682	1312
215	uncrossed	same	different	800	left	lower	left	upper	1	794	1313
216	uncrossed	different	different	50	left	lower	right	upper	1	634	1314
217	uncrossed	different	same	100	right	lower	left	lower	1	992	1315
218	uncrossed	same	different	300	left	upper	left	lower	1	791	1316
219	uncrossed	different	same	800	left	lower	right	lower	1	618	1317
220	uncrossed	different	different	100	left	lower	right	upper	1	630	1318
221	uncrossed	different	same	100	left	lower	right	lower	1	742	1319
222	uncrossed	different	different	50	right	upper	left	lower	1	633	1320
223	uncrossed	different	different	300	right	lower	left	upper	1	579	1321
224	uncrossed	same	different	800	left	upper	left	lower	1	744	1322
225	uncrossed	different	different	50	left	lower	right	upper	1	580	1323
226	uncrossed	different	different	100	left	lower	right	upper	1	650	1324
227	uncrossed	different	same	300	left	lower	right	lower	1	628	1325
228	uncrossed	different	different	300	left	lower	right	upper	1	591	1326
229	uncrossed	same	different	300	left	upper	left	lower	1	830	1327
230	uncrossed	different	different	800	left	lower	right	upper	1	767	1328
231	uncrossed	same	same	300	left	lower	left	lower	1	801	1329
232	uncrossed	same	different	50	left	lower	left	upper	1	734	1330
233	uncrossed	different	different	50	right	lower	left	upper	1	725	1331
234	uncrossed	same	same	50	right	lower	right	lower	1	827	1332
235	uncrossed	same	same	800	right	lower	right	lower	1	720	1333
236	uncrossed	same	same	800	left	lower	left	lower	1	628	1334
237	uncrossed	same	different	50	right	lower	right	upper	1	850	1335
238	uncrossed	different	different	50	right	upper	left	lower	1	584	1336
239	uncrossed	different	different	50	right	upper	left	lower	1	720	1337
240	uncrossed	different	different	100	right	upper	left	lower	1	587	1338
241	uncrossed	same	different	100	left	upper	left	lower	1	882	1339
242	uncrossed	same	same	100	left	lower	left	lower	1	660	1340
243	uncrossed	different	different	300	right	lower	left	upper	1	667	1341
244	uncrossed	different	same	100	left	lower	right	lower	1	687	1342
245	uncrossed	different	same	100	right	lower	left	lower	1	688	1343
246	uncrossed	same	different	50	left	lower	left	upper	1	736	1344
247	uncrossed	same	same	300	right	lower	right	lower	1	758	1345
248	uncrossed	different	different	100	left	upper	right	lower	1	604	1346
249	uncrossed	same	same	50	right	lower	right	lower	1	728	1347
250	uncrossed	same	same	800	right	lower	right	lower	1	661	1348
251	uncrossed	different	different	800	left	upper	right	lower	1	711	1349
252	uncrossed	different	different	300	left	upper	right	lower	1	908	1350
253	uncrossed	same	different	800	right	upper	right	lower	1	740	1351
254	uncrossed	different	different	800	left	lower	right	upper	1	624	1352
255	uncrossed	same	different	800	right	upper	right	lower	1	676	1353
256	uncrossed	different	different	50	left	upper	right	lower	1	791	1354
257	uncrossed	same	different	100	left	lower	left	upper	1	810	1355
258	uncrossed	same	same	800	right	lower	right	lower	1	665	1356
259	uncrossed	different	different	300	left	upper	right	lower	1	641	1357
260	uncrossed	different	same	50	right	lower	left	lower	1	1257	1358
261	uncrossed	different	different	800	right	lower	left	upper	1	652	1359
262	uncrossed	same	same	50	right	lower	right	lower	1	2169	1360
263	uncrossed	different	different	800	left	upper	right	lower	1	599	1361
264	uncrossed	same	different	300	right	lower	right	upper	1	1212	1362
265	uncrossed	same	same	800	left	lower	left	lower	1	1510	1363
266	uncrossed	different	same	100	right	lower	left	lower	1	802	1364
267	uncrossed	different	same	50	left	lower	right	lower	1	715	1365
268	uncrossed	different	same	100	left	lower	right	lower	1	742	1366
269	uncrossed	different	different	100	right	lower	left	upper	1	665	1367
270	uncrossed	different	different	800	left	lower	right	upper	1	659	1368
271	uncrossed	same	same	100	right	lower	right	lower	1	860	1369
272	uncrossed	different	different	50	right	upper	left	lower	1	706	1370
273	uncrossed	same	same	300	right	lower	right	lower	1	717	1371
274	uncrossed	same	same	800	right	lower	right	lower	1	725	1372
275	uncrossed	same	same	800	left	lower	left	lower	1	771	1373
276	uncrossed	same	same	300	left	lower	left	lower	1	600	1374
277	uncrossed	different	same	50	right	lower	left	lower	1	579	1375
278	uncrossed	same	same	300	left	lower	left	lower	1	601	1376
279	uncrossed	same	same	800	right	lower	right	lower	1	638	1377
280	uncrossed	same	different	50	right	upper	right	lower	1	643	1378
281	uncrossed	different	same	100	right	lower	left	lower	1	628	1379
282	uncrossed	different	different	100	left	lower	right	upper	1	579	1380
283	uncrossed	different	different	50	left	upper	right	lower	1	587	1381
284	uncrossed	different	same	300	left	lower	right	lower	1	640	1382
285	uncrossed	same	different	100	right	upper	right	lower	1	1044	1383
286	uncrossed	same	same	300	left	lower	left	lower	1	701	1384
287	uncrossed	same	same	300	left	lower	left	lower	1	531	1385
288	uncrossed	same	same	800	right	lower	right	lower	1	593	1386
289	uncrossed	different	same	50	right	lower	left	lower	1	848	1387
290	uncrossed	same	same	50	left	lower	left	lower	1	773	1388
291	uncrossed	same	different	100	right	upper	right	lower	1	706	1389
292	uncrossed	different	different	800	right	upper	left	lower	1	775	1390
293	uncrossed	same	different	800	right	lower	right	upper	1	705	1391
294	uncrossed	different	same	100	left	lower	right	lower	1	663	1392
295	uncrossed	different	different	100	right	lower	left	upper	1	702	1393
296	uncrossed	same	same	50	left	lower	left	lower	1	636	1394
297	uncrossed	same	different	50	right	lower	right	upper	1	741	1395
298	uncrossed	different	different	50	left	lower	right	upper	1	536	1396
299	uncrossed	different	same	100	right	lower	left	lower	1	863	1397
300	uncrossed	different	different	800	left	upper	right	lower	1	786	1398
301	uncrossed	different	different	800	right	lower	left	upper	1	643	1399
302	uncrossed	different	different	300	right	upper	left	lower	1	702	1400
303	uncrossed	different	same	800	left	lower	right	lower	1	668	1401
304	uncrossed	different	same	100	right	lower	left	lower	1	732	1402
305	uncrossed	different	different	800	right	lower	left	upper	1	610	1403
306	uncrossed	different	same	50	left	lower	right	lower	1	1372	1404
307	uncrossed	same	same	100	right	lower	right	lower	1	888	1405
308	uncrossed	different	different	100	left	upper	right	lower	1	659	1406
309	uncrossed	same	different	50	left	lower	left	upper	1	748	1407
310	uncrossed	different	same	800	right	lower	left	lower	1	778	1408
311	uncrossed	same	same	100	left	lower	left	lower	1	665	1409
312	uncrossed	same	same	100	right	lower	right	lower	1	719	1410
313	uncrossed	same	same	800	left	lower	left	lower	1	621	1411
314	uncrossed	same	different	100	right	lower	right	upper	1	719	1412
315	uncrossed	different	same	100	left	lower	right	lower	1	640	1413
316	uncrossed	different	different	800	right	lower	left	upper	1	649	1414
317	uncrossed	same	different	100	right	upper	right	lower	1	650	1415
318	uncrossed	different	same	50	left	lower	right	lower	1	1087	1416
319	uncrossed	different	different	300	right	upper	left	lower	1	981	1417
320	uncrossed	same	same	300	right	lower	right	lower	1	738	1418
321	uncrossed	different	same	50	left	lower	right	lower	1	699	1419
322	uncrossed	same	same	100	right	lower	right	lower	1	789	1420
323	uncrossed	same	different	800	right	upper	right	lower	1	953	1421
324	uncrossed	same	same	300	right	lower	right	lower	1	663	1422
325	uncrossed	same	different	100	left	upper	left	lower	1	800	1423
326	uncrossed	same	same	50	left	lower	left	lower	1	627	1424
327	uncrossed	different	same	50	left	lower	right	lower	1	712	1425
328	uncrossed	same	same	50	right	lower	right	lower	1	772	1426
329	uncrossed	different	same	100	left	lower	right	lower	1	643	1427
330	uncrossed	same	different	100	right	lower	right	upper	1	756	1428
331	uncrossed	same	same	800	right	lower	right	lower	1	932	1429
332	uncrossed	different	same	300	right	lower	left	lower	1	711	1430
333	uncrossed	different	same	300	right	lower	left	lower	1	614	1431
334	uncrossed	same	same	300	left	lower	left	lower	1	811	1432
335	uncrossed	same	different	800	left	lower	left	upper	1	1036	1433
336	uncrossed	same	different	50	left	upper	left	lower	1	648	1434
337	uncrossed	different	same	300	right	lower	left	lower	1	894	1435
338	uncrossed	same	different	300	right	upper	right	lower	1	727	1436
339	uncrossed	different	different	100	left	lower	right	upper	1	650	1437
340	uncrossed	same	different	100	right	lower	right	upper	1	1174	1438
341	uncrossed	different	same	300	left	lower	right	lower	1	796	1439
342	uncrossed	different	different	800	right	upper	left	lower	1	702	1440
343	uncrossed	same	same	800	left	lower	left	lower	1	742	1441
344	uncrossed	same	different	800	left	upper	left	lower	1	718	1442
345	uncrossed	same	same	800	right	lower	right	lower	1	923	1443
346	uncrossed	different	different	300	left	lower	right	upper	1	678	1444
347	uncrossed	same	same	300	left	lower	left	lower	1	725	1445
348	uncrossed	same	same	800	right	lower	right	lower	1	1142	1446
349	uncrossed	different	same	800	left	lower	right	lower	1	637	1447
350	uncrossed	different	different	100	right	lower	left	upper	1	706	1448
351	uncrossed	different	different	50	left	upper	right	lower	1	707	1449
352	uncrossed	different	different	800	right	lower	left	upper	1	632	1450
353	uncrossed	same	same	50	left	lower	left	lower	1	834	1451
354	uncrossed	different	same	300	left	lower	right	lower	1	1404	1452
355	uncrossed	different	same	300	left	lower	right	lower	1	720	1453
356	uncrossed	same	same	100	left	lower	left	lower	1	674	1454
357	uncrossed	same	same	100	left	lower	left	lower	1	770	1455
358	uncrossed	same	same	50	right	lower	right	lower	1	770	1456
359	uncrossed	different	same	300	right	lower	left	lower	1	598	1457
360	uncrossed	different	different	800	left	lower	right	upper	1	711	1458
361	uncrossed	same	same	300	right	lower	right	lower	1	781	1459
362	uncrossed	different	different	800	left	upper	right	lower	1	645	1460
363	uncrossed	different	same	800	right	lower	left	lower	1	678	1461
364	uncrossed	different	different	50	right	lower	left	upper	1	656	1462
365	uncrossed	different	different	50	right	lower	left	upper	1	603	1463
366	uncrossed	different	different	50	left	lower	right	upper	1	596	1464
367	uncrossed	different	different	100	left	upper	right	lower	1	582	1465
368	uncrossed	same	different	800	left	upper	left	lower	1	795	1466
369	uncrossed	different	same	300	right	lower	left	lower	1	553	1467
370	uncrossed	different	same	800	left	lower	right	lower	1	551	1468
371	uncrossed	different	different	100	right	upper	left	lower	1	811	1469
372	uncrossed	same	different	300	left	lower	left	upper	1	757	1470
373	uncrossed	different	different	300	left	lower	right	upper	1	619	1471
374	uncrossed	different	different	100	right	lower	left	upper	1	681	1472
375	uncrossed	different	same	800	right	lower	left	lower	1	636	1473
376	uncrossed	same	same	50	left	lower	left	lower	1	733	1474
377	uncrossed	same	same	50	right	lower	right	lower	1	806	1475
378	uncrossed	different	same	300	left	lower	right	lower	1	660	1476
379	uncrossed	same	different	300	left	lower	left	upper	1	708	1477
380	uncrossed	different	different	50	left	upper	right	lower	1	690	1478
381	uncrossed	same	different	50	left	upper	left	lower	1	736	1479
382	uncrossed	different	same	50	left	lower	right	lower	1	602	1480
383	uncrossed	same	same	50	left	lower	left	lower	1	825	1481
384	uncrossed	same	same	100	left	lower	left	lower	1	544	1482
385	uncrossed	same	different	100	left	lower	left	upper	1	505	1483
386	uncrossed	different	same	300	right	lower	left	lower	1	503	1484
387	uncrossed	different	different	300	left	upper	right	lower	1	653	1485
388	uncrossed	different	same	800	right	lower	left	lower	1	545	1486
389	uncrossed	different	different	100	left	lower	right	upper	1	619	1487
390	uncrossed	different	same	100	right	lower	left	lower	1	582	1488
391	uncrossed	same	same	100	right	lower	right	lower	1	1021	1489
392	uncrossed	different	same	50	right	lower	left	lower	1	575	1490
393	uncrossed	different	same	50	right	lower	left	lower	1	658	1491
394	uncrossed	same	same	50	left	lower	left	lower	1	745	1492
395	uncrossed	different	same	50	left	lower	right	lower	1	664	1493
396	uncrossed	different	different	300	left	lower	right	upper	1	674	1494
397	uncrossed	different	different	50	right	upper	left	lower	1	891	1495
398	uncrossed	different	different	100	right	upper	left	lower	1	774	1496
399	uncrossed	different	same	100	right	lower	left	lower	1	836	1497
