trial_in_run	posture	stim_side	stim_segment	soa	tactor1side	tactor1segment	tactor2side	tactor2segment	response_correct	rt	trial
116	uncrossed	different	same	50	left	lower	right	lower	0	1490	868
117	uncrossed	same	same	50	left	lower	left	lower	1	915	869
118	uncrossed	same	different	100	left	upper	left	lower	1	721	870
119	uncrossed	different	different	100	right	lower	left	upper	1	562	871
120	uncrossed	different	same	300	left	lower	right	lower	0	710	872
121	uncrossed	same	different	100	right	lower	right	upper	1	695	873
122	uncrossed	different	different	300	right	upper	left	lower	1	1285	874
123	uncrossed	different	same	300	left	lower	right	lower	0	787	875
124	uncrossed	different	same	100	right	lower	left	lower	0	561	876
125	uncrossed	different	same	800	right	lower	left	lower	1	762	877
126	uncrossed	same	different	300	left	upper	left	lower	1	1651	878
127	uncrossed	same	same	100	left	lower	left	lower	1	1315	879
128	uncrossed	same	different	300	right	lower	right	upper	1	750	880
129	uncrossed	different	different	300	left	lower	right	upper	0	791	881
130	uncrossed	same	same	50	left	lower	left	lower	1	1923	882
131	uncrossed	same	same	50	right	lower	right	lower	1	510	883
132	uncrossed	different	same	50	left	lower	right	lower	1	695	884
133	uncrossed	different	same	300	right	lower	left	lower	1	1238	885
134	uncrossed	same	different	800	left	upper	left	lower	1	247	886
135	uncrossed	same	different	300	right	upper	right	lower	1	793	887
136	uncrossed	different	same	800	left	lower	right	lower	1	1270	888
137	uncrossed	same	different	800	right	upper	right	lower	1	996	889
138	uncrossed	different	different	100	left	upper	right	lower	1	829	890
139	uncrossed	same	same	300	right	lower	right	lower	1	688	891
140	uncrossed	different	same	800	right	lower	left	lower	1	530	892
141	uncrossed	different	same	100	right	lower	left	lower	1	995	893
142	uncrossed	different	different	50	left	upper	right	lower	1	497	894
143	uncrossed	same	different	300	right	upper	right	lower	1	578	895
144	uncrossed	different	same	800	right	lower	left	lower	1	517	896
145	uncrossed	different	different	100	right	lower	left	upper	1	589	897
147	uncrossed	different	same	800	right	lower	left	lower	1	879	898
148	uncrossed	different	same	50	left	lower	right	lower	1	1020	899
149	uncrossed	same	same	300	right	lower	right	lower	1	615	900
150	uncrossed	same	same	100	left	lower	left	lower	1	598	901
151	uncrossed	same	same	800	left	lower	left	lower	1	559	902
152	uncrossed	same	different	50	left	lower	left	upper	1	496	903
153	uncrossed	same	different	800	right	upper	right	lower	1	547	904
154	uncrossed	different	different	800	right	upper	left	lower	1	501	905
155	uncrossed	different	different	50	right	upper	left	lower	1	608	906
157	uncrossed	different	different	100	right	upper	left	lower	1	707	907
158	uncrossed	different	different	800	right	lower	left	upper	1	574	908
159	uncrossed	different	same	50	right	lower	left	lower	1	685	909
160	uncrossed	same	different	50	left	upper	left	lower	1	625	910
161	uncrossed	different	different	800	left	lower	right	upper	1	479	911
162	uncrossed	same	same	800	left	lower	left	lower	1	553	912
163	uncrossed	different	different	50	left	lower	right	upper	1	592	913
164	uncrossed	same	same	100	left	lower	left	lower	1	474	914
165	uncrossed	different	same	300	left	lower	right	lower	1	494	915
166	uncrossed	different	different	300	right	upper	left	lower	1	773	916
167	uncrossed	same	different	50	left	upper	left	lower	1	705	917
168	uncrossed	same	same	300	right	lower	right	lower	1	561	918
169	uncrossed	different	same	300	right	lower	left	lower	1	557	919
170	uncrossed	same	same	300	right	lower	right	lower	1	620	920
171	uncrossed	different	same	50	right	lower	left	lower	1	626	921
172	uncrossed	different	same	800	left	lower	right	lower	1	741	922
173	uncrossed	same	same	300	right	lower	right	lower	1	412	923
174	uncrossed	different	same	100	left	lower	right	lower	1	622	924
175	uncrossed	different	same	100	left	lower	right	lower	1	707	925
176	uncrossed	same	different	50	right	upper	right	lower	1	590	926
177	uncrossed	same	different	50	left	lower	left	upper	1	611	927
178	uncrossed	different	different	100	right	upper	left	lower	1	621	928
179	uncrossed	different	same	300	right	lower	left	lower	1	659	929
180	uncrossed	different	different	800	right	lower	left	upper	1	483	930
181	uncrossed	same	different	300	left	lower	left	upper	1	699	931
182	uncrossed	different	same	50	right	lower	left	lower	1	554	932
183	uncrossed	same	same	50	right	lower	right	lower	1	540	933
184	uncrossed	same	same	100	left	lower	left	lower	1	571	934
185	uncrossed	different	different	100	right	upper	left	lower	1	684	935
186	uncrossed	different	different	800	right	upper	left	lower	1	593	936
187	uncrossed	different	different	50	right	lower	left	upper	1	668	937
188	uncrossed	different	same	800	left	lower	right	lower	1	527	938
189	uncrossed	different	same	800	left	lower	right	lower	1	472	939
190	uncrossed	different	different	100	left	upper	right	lower	1	657	940
191	uncrossed	same	different	800	right	lower	right	upper	1	552	941
192	uncrossed	different	different	100	left	lower	right	upper	1	555	942
193	uncrossed	same	same	50	left	lower	left	lower	1	887	943
194	uncrossed	different	different	50	left	lower	right	upper	1	598	944
195	uncrossed	same	different	300	left	lower	left	upper	1	592	945
196	uncrossed	same	same	100	right	lower	right	lower	1	534	946
197	uncrossed	same	same	300	right	lower	right	lower	1	435	947
198	uncrossed	different	different	50	right	upper	left	lower	1	563	948
199	uncrossed	different	different	300	right	lower	left	upper	1	667	949
200	uncrossed	same	different	100	right	upper	right	lower	1	538	950
201	uncrossed	same	different	100	left	lower	left	upper	1	619	951
202	uncrossed	same	different	50	left	upper	left	lower	1	490	952
203	uncrossed	different	same	100	left	lower	right	lower	1	713	953
204	uncrossed	different	same	50	left	lower	right	lower	1	726	954
205	uncrossed	different	different	50	left	upper	right	lower	1	556	955
206	uncrossed	same	same	100	left	lower	left	lower	1	576	956
207	uncrossed	same	same	100	left	lower	left	lower	1	471	957
208	uncrossed	same	different	100	left	upper	left	lower	1	439	958
209	uncrossed	different	same	800	right	lower	left	lower	1	677	959
210	uncrossed	different	different	100	right	lower	left	upper	1	656	960
211	uncrossed	same	same	800	right	lower	right	lower	1	637	961
212	uncrossed	different	same	50	right	lower	left	lower	1	554	962
213	uncrossed	different	same	100	right	lower	left	lower	1	829	963
214	uncrossed	same	same	800	left	lower	left	lower	1	564	964
215	uncrossed	different	different	100	left	upper	right	lower	1	730	965
216	uncrossed	different	same	100	right	lower	left	lower	1	842	966
217	uncrossed	same	same	300	right	lower	right	lower	1	641	967
218	uncrossed	different	same	300	left	lower	right	lower	1	565	968
219	uncrossed	same	different	100	left	upper	left	lower	1	659	969
220	uncrossed	same	same	800	right	lower	right	lower	1	802	970
221	uncrossed	different	different	100	right	lower	left	upper	1	574	971
222	uncrossed	different	same	50	right	lower	left	lower	1	812	972
223	uncrossed	same	same	800	right	lower	right	lower	1	569	973
224	uncrossed	different	same	300	left	lower	right	lower	1	699	974
225	uncrossed	different	same	800	right	lower	left	lower	1	546	975
226	uncrossed	same	same	50	right	lower	right	lower	1	624	976
227	uncrossed	different	same	300	right	lower	left	lower	1	577	977
228	uncrossed	different	same	800	left	lower	right	lower	1	581	978
229	uncrossed	different	same	300	left	lower	right	lower	1	499	979
230	uncrossed	same	same	800	right	lower	right	lower	1	670	980
231	uncrossed	different	same	300	left	lower	right	lower	1	628	981
232	uncrossed	same	same	50	left	lower	left	lower	1	1191	982
233	uncrossed	different	different	50	right	upper	left	lower	1	601	983
234	uncrossed	same	same	800	right	lower	right	lower	1	583	984
235	uncrossed	same	different	300	right	lower	right	upper	1	562	985
236	uncrossed	different	different	300	right	lower	left	upper	1	592	986
237	uncrossed	same	same	100	left	lower	left	lower	1	673	987
238	uncrossed	same	different	800	right	upper	right	lower	1	588	988
239	uncrossed	same	different	100	left	lower	left	upper	1	607	989
240	uncrossed	same	different	50	left	lower	left	upper	1	1345	990
241	uncrossed	same	same	800	right	lower	right	lower	1	636	991
242	uncrossed	different	different	800	left	upper	right	lower	1	784	992
243	uncrossed	different	same	300	right	lower	left	lower	1	588	993
244	uncrossed	different	different	300	right	lower	left	upper	1	492	994
245	uncrossed	different	different	50	left	upper	right	lower	1	520	995
246	uncrossed	different	different	100	left	upper	right	lower	1	545	996
247	uncrossed	different	same	50	right	lower	left	lower	1	638	997
248	uncrossed	different	different	800	right	lower	left	upper	1	612	998
249	uncrossed	different	same	300	left	lower	right	lower	1	495	999
250	uncrossed	different	same	50	left	lower	right	lower	1	524	1000
251	uncrossed	same	different	800	right	lower	right	upper	1	672	1001
252	uncrossed	same	different	300	left	lower	left	upper	1	540	1002
253	uncrossed	same	different	800	left	upper	left	lower	1	566	1003
254	uncrossed	same	same	50	right	lower	right	lower	1	583	1004
255	uncrossed	different	same	100	right	lower	left	lower	1	752	1005
256	uncrossed	different	same	300	left	lower	right	lower	1	1026	1006
257	uncrossed	same	different	800	left	lower	left	upper	1	478	1007
258	uncrossed	same	different	800	right	lower	right	upper	1	600	1008
259	uncrossed	different	same	100	left	lower	right	lower	1	602	1009
260	uncrossed	same	same	800	left	lower	left	lower	1	548	1010
261	uncrossed	same	same	50	right	lower	right	lower	1	563	1011
262	uncrossed	different	different	300	left	upper	right	lower	1	555	1012
263	uncrossed	same	same	100	right	lower	right	lower	1	725	1013
264	uncrossed	same	different	50	left	upper	left	lower	1	918	1014
265	uncrossed	same	different	100	right	upper	right	lower	1	555	1015
266	uncrossed	different	same	800	right	lower	left	lower	1	529	1016
267	uncrossed	different	same	100	right	lower	left	lower	1	1073	1017
268	uncrossed	different	same	800	left	lower	right	lower	1	494	1018
269	uncrossed	different	different	800	right	lower	left	upper	1	485	1019
270	uncrossed	same	same	100	left	lower	left	lower	1	962	1020
271	uncrossed	different	same	300	left	lower	right	lower	1	596	1021
272	uncrossed	different	different	100	right	upper	left	lower	1	597	1022
273	uncrossed	different	same	800	right	lower	left	lower	1	577	1023
274	uncrossed	same	same	50	right	lower	right	lower	1	660	1024
275	uncrossed	different	different	100	left	lower	right	upper	1	561	1025
276	uncrossed	same	same	100	left	lower	left	lower	1	690	1026
277	uncrossed	different	different	300	left	upper	right	lower	1	594	1027
278	uncrossed	different	same	100	right	lower	left	lower	1	621	1028
279	uncrossed	different	different	800	left	upper	right	lower	1	487	1029
280	uncrossed	same	same	50	right	lower	right	lower	1	680	1030
281	uncrossed	same	same	100	right	lower	right	lower	1	537	1031
282	uncrossed	different	different	800	left	upper	right	lower	1	779	1032
283	uncrossed	different	different	800	left	lower	right	upper	1	526	1033
284	uncrossed	different	same	300	right	lower	left	lower	1	832	1034
285	uncrossed	same	same	50	left	lower	left	lower	1	787	1035
286	uncrossed	same	different	800	left	lower	left	upper	1	536	1036
287	uncrossed	same	different	300	left	upper	left	lower	1	604	1037
288	uncrossed	same	same	100	right	lower	right	lower	1	492	1038
289	uncrossed	same	different	300	right	lower	right	upper	1	551	1039
290	uncrossed	same	different	100	right	upper	right	lower	1	475	1040
291	uncrossed	same	different	300	right	upper	right	lower	1	502	1041
292	uncrossed	same	different	300	right	lower	right	upper	1	442	1042
293	uncrossed	different	different	50	left	upper	right	lower	1	729	1043
294	uncrossed	same	different	300	right	upper	right	lower	1	582	1044
295	uncrossed	same	same	50	right	lower	right	lower	1	563	1045
296	uncrossed	same	different	50	right	lower	right	upper	1	484	1046
297	uncrossed	same	same	50	left	lower	left	lower	1	607	1047
298	uncrossed	same	different	800	right	lower	right	upper	1	541	1048
299	uncrossed	same	same	800	left	lower	left	lower	1	593	1049
300	uncrossed	different	different	800	right	upper	left	lower	1	559	1050
301	uncrossed	different	different	300	left	lower	right	upper	1	755	1051
302	uncrossed	different	different	800	left	lower	right	upper	1	488	1052
303	uncrossed	different	same	50	right	lower	left	lower	1	658	1053
304	uncrossed	same	same	100	right	lower	right	lower	1	692	1054
305	uncrossed	same	same	300	left	lower	left	lower	1	621	1055
307	uncrossed	same	different	800	left	upper	left	lower	1	643	1056
308	uncrossed	different	different	50	right	upper	left	lower	1	618	1057
309	uncrossed	same	different	300	left	lower	left	upper	1	689	1058
310	uncrossed	same	same	50	left	lower	left	lower	1	630	1059
311	uncrossed	different	different	800	left	lower	right	upper	1	565	1060
312	uncrossed	same	same	300	right	lower	right	lower	1	631	1061
313	uncrossed	different	same	800	left	lower	right	lower	1	1049	1062
314	uncrossed	same	different	300	left	upper	left	lower	1	638	1063
315	uncrossed	same	different	100	left	lower	left	upper	1	632	1064
316	uncrossed	different	same	50	right	lower	left	lower	1	556	1065
317	uncrossed	different	different	800	left	lower	right	upper	1	475	1066
318	uncrossed	different	different	50	right	lower	left	upper	1	660	1067
319	uncrossed	same	same	50	right	lower	right	lower	0	741	1068
320	uncrossed	different	same	50	left	lower	right	lower	1	690	1069
321	uncrossed	different	same	100	left	lower	right	lower	1	694	1070
322	uncrossed	different	different	100	left	upper	right	lower	1	522	1071
323	uncrossed	same	different	50	right	lower	right	upper	1	924	1072
324	uncrossed	same	different	50	right	lower	right	upper	1	418	1073
325	uncrossed	same	same	300	left	lower	left	lower	1	611	1074
326	uncrossed	same	same	300	left	lower	left	lower	1	423	1075
327	uncrossed	different	same	800	left	lower	right	lower	1	551	1076
328	uncrossed	same	same	50	left	lower	left	lower	1	559	1077
329	uncrossed	different	different	300	right	upper	left	lower	1	963	1078
330	uncrossed	same	different	50	left	upper	left	lower	1	535	1079
331	uncrossed	different	different	100	right	upper	left	lower	1	548	1080
332	uncrossed	different	same	100	right	lower	left	lower	1	625	1081
333	uncrossed	different	same	300	right	lower	left	lower	1	509	1082
334	uncrossed	different	same	100	left	lower	right	lower	1	476	1083
335	uncrossed	different	different	50	right	lower	left	upper	1	426	1084
336	uncrossed	same	same	50	right	lower	right	lower	1	691	1085
337	uncrossed	same	same	300	right	lower	right	lower	1	812	1086
338	uncrossed	different	different	100	left	lower	right	upper	1	597	1087
339	uncrossed	same	same	300	right	lower	right	lower	1	596	1088
340	uncrossed	same	same	100	right	lower	right	lower	1	424	1089
341	uncrossed	different	same	800	right	lower	left	lower	1	407	1090
342	uncrossed	same	different	300	left	lower	left	upper	0	524	1091
343	uncrossed	same	different	300	left	upper	left	lower	1	520	1092
344	uncrossed	same	same	300	left	lower	left	lower	1	460	1093
345	uncrossed	different	same	100	right	lower	left	lower	1	616	1094
346	uncrossed	same	same	300	left	lower	left	lower	1	504	1095
347	uncrossed	different	different	50	left	lower	right	upper	1	562	1096
348	uncrossed	same	same	100	left	lower	left	lower	1	722	1097
349	uncrossed	different	same	50	right	lower	left	lower	1	525	1098
350	uncrossed	different	different	300	left	upper	right	lower	1	599	1099
351	uncrossed	different	same	300	left	lower	right	lower	1	533	1100
352	uncrossed	same	different	100	right	lower	right	upper	1	672	1101
353	uncrossed	same	different	100	right	lower	right	upper	1	542	1102
354	uncrossed	different	same	50	left	lower	right	lower	1	530	1103
355	uncrossed	different	same	300	left	lower	right	lower	1	620	1104
356	uncrossed	different	different	100	left	lower	right	upper	1	517	1105
357	uncrossed	same	different	300	right	lower	right	upper	1	731	1106
358	uncrossed	same	different	100	left	upper	left	lower	1	1022	1107
359	uncrossed	different	different	50	left	lower	right	upper	1	588	1108
360	uncrossed	different	different	300	right	lower	left	upper	1	548	1109
361	uncrossed	different	different	300	right	upper	left	lower	1	482	1110
362	uncrossed	same	same	800	left	lower	left	lower	1	620	1111
363	uncrossed	same	same	100	right	lower	right	lower	1	1659	1112
364	uncrossed	same	different	300	right	upper	right	lower	1	468	1113
365	uncrossed	same	same	300	left	lower	left	lower	1	523	1114
366	uncrossed	same	same	800	left	lower	left	lower	1	568	1115
367	uncrossed	same	same	800	left	lower	left	lower	1	490	1116
368	uncrossed	different	same	300	right	lower	left	lower	1	543	1117
369	uncrossed	different	same	50	right	lower	left	lower	1	1944	1118
370	uncrossed	different	different	300	left	upper	right	lower	1	862	1119
371	uncrossed	different	different	50	left	upper	right	lower	1	763	1120
372	uncrossed	same	different	50	right	lower	right	upper	1	799	1121
373	uncrossed	different	same	800	left	lower	right	lower	1	615	1122
374	uncrossed	different	same	100	left	lower	right	lower	1	621	1123
375	uncrossed	different	different	100	left	upper	right	lower	1	682	1124
376	uncrossed	different	same	800	left	lower	right	lower	1	506	1125
377	uncrossed	same	different	100	right	upper	right	lower	1	666	1126
378	uncrossed	same	different	100	left	upper	left	lower	1	596	1127
379	uncrossed	different	different	300	left	lower	right	upper	1	455	1128
380	uncrossed	same	different	800	left	lower	left	upper	1	676	1129
381	uncrossed	different	different	300	left	lower	right	upper	1	469	1130
382	uncrossed	different	different	300	right	upper	left	lower	1	623	1131
383	uncrossed	different	different	300	left	upper	right	lower	1	596	1132
384	uncrossed	same	same	100	left	lower	left	lower	1	581	1133
385	uncrossed	same	same	50	left	lower	left	lower	1	662	1134
386	uncrossed	same	same	300	left	lower	left	lower	1	435	1135
387	uncrossed	same	different	100	left	upper	left	lower	1	447	1136
388	uncrossed	different	same	100	right	lower	left	lower	1	689	1137
389	uncrossed	same	same	800	left	lower	left	lower	1	588	1138
390	uncrossed	different	different	800	left	upper	right	lower	1	491	1139
391	uncrossed	different	different	100	left	lower	right	upper	1	579	1140
392	uncrossed	same	same	800	right	lower	right	lower	1	557	1141
393	uncrossed	same	different	100	right	lower	right	upper	1	483	1142
394	uncrossed	same	different	300	left	upper	left	lower	1	765	1143
395	uncrossed	different	same	50	left	lower	right	lower	1	623	1144
396	uncrossed	same	same	50	left	lower	left	lower	1	744	1145
397	uncrossed	same	different	300	left	upper	left	lower	1	595	1146
398	uncrossed	different	different	800	right	upper	left	lower	1	696	1147
399	uncrossed	same	different	800	left	upper	left	lower	1	641	1148
400	uncrossed	same	different	100	left	lower	left	upper	1	618	1149
401	uncrossed	different	different	50	left	lower	right	upper	1	545	1150
402	uncrossed	different	different	300	right	lower	left	upper	1	593	1151
403	uncrossed	different	different	800	right	upper	left	lower	1	522	1152
